KEY,FREQ,REF_AREA,ADJUSTMENT,ICP_ITEM,STS_INSTITUTION,ICP_SUFFIX,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DATA_COMP,DISS_ORG,DOM_SER_IDS,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
ICP.A.U2.N.000000.4.AVR,A,U2,N,000000,4,AVR,2012,2.5,A,F,,,P1Y,,A,,,,ICPT.A.VAL.HICP.RCH_A_AVG.EA.00.A,,,,,,,1,,HICP - Overall index,"Euro area (changing composition) - HICP - Overall index, Annual average rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.A.U2.N.000000.4.AVR,A,U2,N,000000,4,AVR,2013,1.4,A,F,,,P1Y,,A,,,,ICPT.A.VAL.HICP.RCH_A_AVG.EA.00.A,,,,,,,1,,HICP - Overall index,"Euro area (changing composition) - HICP - Overall index, Annual average rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.A.U2.N.000000.4.AVR,A,U2,N,000000,4,AVR,2014,0.4,A,F,,,P1Y,,A,,,,ICPT.A.VAL.HICP.RCH_A_AVG.EA.00.A,,,,,,,1,,HICP - Overall index,"Euro area (changing composition) - HICP - Overall index, Annual average rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.A.U2.N.000000.4.AVR,A,U2,N,000000,4,AVR,2015,0.2,A,F,,,P1Y,,A,,,,ICPT.A.VAL.HICP.RCH_A_AVG.EA.00.A,,,,,,,1,,HICP - Overall index,"Euro area (changing composition) - HICP - Overall index, Annual average rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.A.U2.N.000000.4.AVR,A,U2,N,000000,4,AVR,2016,0.2,A,F,,,P1Y,,A,,,,ICPT.A.VAL.HICP.RCH_A_AVG.EA.00.A,,,,,,,1,,HICP - Overall index,"Euro area (changing composition) - HICP - Overall index, Annual average rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.A.U2.N.000000.4.AVR,A,U2,N,000000,4,AVR,2017,1.5,A,F,,,P1Y,,A,,,,ICPT.A.VAL.HICP.RCH_A_AVG.EA.00.A,,,,,,,1,,HICP - Overall index,"Euro area (changing composition) - HICP - Overall index, Annual average rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.A.U2.N.000000.4.AVR,A,U2,N,000000,4,AVR,2018,1.8,A,F,,,P1Y,,A,,,,ICPT.A.VAL.HICP.RCH_A_AVG.EA.00.A,,,,,,,1,,HICP - Overall index,"Euro area (changing composition) - HICP - Overall index, Annual average rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.A.U2.N.000000.4.AVR,A,U2,N,000000,4,AVR,2019,1.2,A,F,,,P1Y,,A,,,,ICPT.A.VAL.HICP.RCH_A_AVG.EA.00.A,,,,,,,1,,HICP - Overall index,"Euro area (changing composition) - HICP - Overall index, Annual average rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.A.U2.N.000000.4.AVR,A,U2,N,000000,4,AVR,2020,0.3,A,F,,,P1Y,,A,,,,ICPT.A.VAL.HICP.RCH_A_AVG.EA.00.A,,,,,,,1,,HICP - Overall index,"Euro area (changing composition) - HICP - Overall index, Annual average rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.A.U2.N.000000.4.AVR,A,U2,N,000000,4,AVR,2021,2.6,A,F,,,P1Y,,A,,,,ICPT.A.VAL.HICP.RCH_A_AVG.EA.00.A,,,,,,,1,,HICP - Overall index,"Euro area (changing composition) - HICP - Overall index, Annual average rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.A.U2.N.000000.4.AVR,A,U2,N,000000,4,AVR,2022,8.4,A,F,,,P1Y,,A,,,,ICPT.A.VAL.HICP.RCH_A_AVG.EA.00.A,,,,,,,1,,HICP - Overall index,"Euro area (changing composition) - HICP - Overall index, Annual average rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.A.U2.N.000000.4.AVR,A,U2,N,000000,4,AVR,2023,5.4,A,F,,,P1Y,,A,,,,ICPT.A.VAL.HICP.RCH_A_AVG.EA.00.A,,,,,,,1,,HICP - Overall index,"Euro area (changing composition) - HICP - Overall index, Annual average rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.A.U2.N.000000.4.AVR,A,U2,N,000000,4,AVR,2024,2.4,A,F,,,P1Y,,A,,,,ICPT.A.VAL.HICP.RCH_A_AVG.EA.00.A,,,,,,,1,,HICP - Overall index,"Euro area (changing composition) - HICP - Overall index, Annual average rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
ICP.A.U2.N.000000.4.AVR,A,U2,N,000000,4,AVR,2025,2.1,A,F,,,P1Y,,A,,,,ICPT.A.VAL.HICP.RCH_A_AVG.EA.00.A,,,,,,,1,,HICP - Overall index,"Euro area (changing composition) - HICP - Overall index, Annual average rate of change, Eurostat, Neither seasonally nor working day adjusted",PCCH,0
