KEY,FREQ,ADJUSTMENT,REF_AREA,COUNTERPART_AREA,REF_SECTOR,COUNTERPART_SECTOR,ACCOUNTING_ENTRY,STO,INSTR_ASSET,ACTIVITY,EXPENDITURE,UNIT_MEASURE,PRICES,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,PRE_BREAK_VALUE,COMMENT_OBS,EMBARGO_DATE,TIME_FORMAT,COMMENT_TS,COMPILING_ORG,CURRENCY,DATA_COMP,DECIMALS,DISS_ORG,LAST_UPDATE,REF_PERIOD_DETAIL,REF_YEAR_PRICE,REPYEAREND,REPYEARSTART,TABLE_IDENTIFIER,TIME_PER_COLLECT,TITLE,TITLE_COMPL,UNIT_MULT,COMMENT_DSET
MNA.A.N.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR_R_B1GQ.Y.GOY,A,N,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR_R_B1GQ,Y,GOY,2014,1.4417402401566415,A,F,,,,P1Y,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro; ratio to gross domestic product, Previous year prices, Contribution to growth rate, over 1 year, Neither seasonally adjusted nor calendar adjusted data",4F0,,,2,,,,,,,,S,"Gross domestic product at market prices, annual growth rate",,0,
MNA.A.N.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR_R_B1GQ.Y.GOY,A,N,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR_R_B1GQ,Y,GOY,2015,2.111460227643458,A,F,,,,P1Y,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro; ratio to gross domestic product, Previous year prices, Contribution to growth rate, over 1 year, Neither seasonally adjusted nor calendar adjusted data",4F0,,,2,,,,,,,,S,"Gross domestic product at market prices, annual growth rate",,0,
MNA.A.N.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR_R_B1GQ.Y.GOY,A,N,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR_R_B1GQ,Y,GOY,2016,1.8014842749018323,A,F,,,,P1Y,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro; ratio to gross domestic product, Previous year prices, Contribution to growth rate, over 1 year, Neither seasonally adjusted nor calendar adjusted data",4F0,,,2,,,,,,,,S,"Gross domestic product at market prices, annual growth rate",,0,
MNA.A.N.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR_R_B1GQ.Y.GOY,A,N,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR_R_B1GQ,Y,GOY,2017,2.6208028093368307,A,F,,,,P1Y,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro; ratio to gross domestic product, Previous year prices, Contribution to growth rate, over 1 year, Neither seasonally adjusted nor calendar adjusted data",4F0,,,2,,,,,,,,S,"Gross domestic product at market prices, annual growth rate",,0,
MNA.A.N.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR_R_B1GQ.Y.GOY,A,N,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR_R_B1GQ,Y,GOY,2018,1.7787695157644556,A,F,,,,P1Y,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro; ratio to gross domestic product, Previous year prices, Contribution to growth rate, over 1 year, Neither seasonally adjusted nor calendar adjusted data",4F0,,,2,,,,,,,,S,"Gross domestic product at market prices, annual growth rate",,0,
MNA.A.N.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR_R_B1GQ.Y.GOY,A,N,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR_R_B1GQ,Y,GOY,2019,1.6212888039206064,A,F,,,,P1Y,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro; ratio to gross domestic product, Previous year prices, Contribution to growth rate, over 1 year, Neither seasonally adjusted nor calendar adjusted data",4F0,,,2,,,,,,,,S,"Gross domestic product at market prices, annual growth rate",,0,
MNA.A.N.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR_R_B1GQ.Y.GOY,A,N,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR_R_B1GQ,Y,GOY,2020,-6.029422094841674,A,F,,,,P1Y,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro; ratio to gross domestic product, Previous year prices, Contribution to growth rate, over 1 year, Neither seasonally adjusted nor calendar adjusted data",4F0,,,2,,,,,,,,S,"Gross domestic product at market prices, annual growth rate",,0,
MNA.A.N.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR_R_B1GQ.Y.GOY,A,N,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR_R_B1GQ,Y,GOY,2021,6.4164273778124725,A,F,,,,P1Y,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro; ratio to gross domestic product, Previous year prices, Contribution to growth rate, over 1 year, Neither seasonally adjusted nor calendar adjusted data",4F0,,,2,,,,,,,,S,"Gross domestic product at market prices, annual growth rate",,0,
MNA.A.N.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR_R_B1GQ.Y.GOY,A,N,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR_R_B1GQ,Y,GOY,2022,3.664949146419172,A,F,,,,P1Y,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro; ratio to gross domestic product, Previous year prices, Contribution to growth rate, over 1 year, Neither seasonally adjusted nor calendar adjusted data",4F0,,,2,,,,,,,,S,"Gross domestic product at market prices, annual growth rate",,0,
MNA.A.N.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR_R_B1GQ.Y.GOY,A,N,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR_R_B1GQ,Y,GOY,2023,0.43552378906150935,A,F,,,,P1Y,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro; ratio to gross domestic product, Previous year prices, Contribution to growth rate, over 1 year, Neither seasonally adjusted nor calendar adjusted data",4F0,,,2,,,,,,,,S,"Gross domestic product at market prices, annual growth rate",,0,
MNA.A.N.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR_R_B1GQ.Y.GOY,A,N,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR_R_B1GQ,Y,GOY,2024,1.0124795192210767,A,F,,,,P1Y,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro; ratio to gross domestic product, Previous year prices, Contribution to growth rate, over 1 year, Neither seasonally adjusted nor calendar adjusted data",4F0,,,2,,,,,,,,S,"Gross domestic product at market prices, annual growth rate",,0,
MNA.A.N.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR_R_B1GQ.Y.GOY,A,N,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR_R_B1GQ,Y,GOY,2025,1.220362719294421,A,F,,,,P1Y,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro; ratio to gross domestic product, Previous year prices, Contribution to growth rate, over 1 year, Neither seasonally adjusted nor calendar adjusted data",4F0,,,2,,,,,,,,S,"Gross domestic product at market prices, annual growth rate",,0,
